?16	5
1025	203	-46	662	262	101	1012	176	-285	641	136	-58	32	17	0
1018	202	-37	567	235	119	1017	203	-275	646	186	-57	32	15	3
1018	202	-37	567	235	119	1017	203	-275	646	186	-57	32	15	3
1013	210	-16	523	223	130	1016	238	-260	600	245	-48	32	12	8
1013	210	-16	523	223	130	1016	257	-253	555	300	-42	34	16	5
1015	216	37	490	214	133	1016	257	-253	555	300	-42	32	16	5
1021	207	80	461	206	123	1017	264	-244	499	370	-36	33	15	5
1021	207	80	461	206	123	1017	264	-244	499	370	-36	33	15	5
1024	194	102	425	195	109	1019	261	-241	476	421	-32	33	13	6
1024	194	102	425	195	109	1024	256	-247	448	471	-27	33	14	1
1023	168	95	408	208	94	1024	256	-247	448	471	-27	32	9	5
1027	151	83	396	231	87	1035	252	-244	398	526	-27	32	14	8
1027	151	83	396	231	87	1035	252	-244	398	526	-27	32	14	8
1033	137	76	370	248	82	1044	249	-238	378	566	-29	40	17	1
1033	137	76	370	248	82	1051	246	-232	350	614	-32	32	14	8
1042	138	73	327	272	86	1051	246	-232	350	614	-32	33	15	0
1044	146	83	345	281	93	1055	247	-229	316	643	-31	33	16	0
1044	146	83	345	281	93	1055	247	-229	316	643	-31	33	16	0
1047	161	91	374	312	98	1059	249	-222	293	669	-36	32	18	6
1047	161	91	374	312	98	1063	245	-218	268	703	-42	33	16	4
1051	183	88	455	355	94	1063	245	-218	268	703	-42	32	16	4
1051	195	84	510	395	92	1066	243	-220	280	732	-47	33	13	7
1051	195	84	510	395	92	1066	243	-220	280	732	-47	33	13	7
1049	201	82	547	432	88	1068	248	-230	300	780	-50	32	17	6
1049	201	82	547	432	88	1066	254	-225	300	780	-50	35	16	4
1038	205	91	584	429	82	1066	254	-225	298	806	-44	34	12	3
1026	207	105	575	425	76	1062	255	-214	310	826	-40	32	12	3
1026	207	105	575	425	76	1062	255	-214	310	826	-40	32	20	4
1015	209	118	566	439	78	1056	245	-209	343	847	-37	33	14	4
1015	209	118	566	439	78	1056	245	-209	343	847	-37	33	14	4
999	218	139	577	433	65	1055	233	-208	364	865	-41	32	15	0
1001	230	144	600	488	59	1059	222	-204	420	888	-58	35	22	6
1001	230	144	600	488	59	1059	222	-204	420	888	-58	32	16	2
1003	231	145	622	491	54	1058	223	-204	447	899	-66	32	16	4
1003	231	145	622	491	54	1058	223	-204	447	899	-66	32	16	4
1001	231	153	662	464	50	1057	228	-204	444	910	-76	32	13	4
996	229	163	647	465	39	1055	236	-197	444	929	-89	33	17	2
996	229	163	647	465	39	1055	236	-197	444	929	-89	32	13	2
990	236	170	573	446	36	1055	237	-193	454	942	-96	32	14	3
990	236	170	573	446	36	1055	237	-193	454	942	-96	32	14	3
987	244	151	568	503	26	1053	240	-185	478	956	-106	32	14	4
979	245	132	568	503	26	1050	243	-188	484	969	-110	32	15	2
979	245	132	527	527	10	1050	243	-188	484	969	-110	32	16	2
968	246	127	520	510	-8	1044	253	-185	493	979	-110	33	17	3
968	246	127	520	510	-8	1044	253	-185	493	979	-110	33	17	3
