1033	178	146	317	81	47	1006	207	-241	449	306	-107	32	17	3
1033	178	146	317	81	47	1006	207	-241	449	306	-107	32	17	3
1040	183	138	405	143	54	1015	205	-237	468	310	-111	33	16	5
1040	183	138	405	143	54	1029	203	-226	487	324	-114	34	15	7
1040	183	132	502	160	57	1029	203	-226	487	324	-114	32	14	1
1036	176	134	542	177	55	1036	204	-210	506	327	-122	32	13	3
1036	176	134	542	177	55	1036	204	-210	506	327	-122	32	13	3
1033	169	136	553	192	58	1037	208	-195	517	323	-128	33	16	4
1034	162	137	587	238	65	1035	212	-189	512	325	-129	32	17	2
1034	162	137	587	238	65	1035	212	-189	512	325	-129	32	16	2
1035	158	143	635	300	70	1032	213	-187	497	326	-124	33	14	6
1035	158	143	635	300	70	1028	208	-188	489	336	-123	33	20	6
1030	154	153	680	336	69	1028	208	-188	489	336	-123	33	20	1
1018	148	180	695	295	64	1029	204	-187	470	348	-128	29	12	6
1018	148	180	695	295	64	1029	204	-187	470	348	-128	29	12	6
1015	147	192	702	292	61	1031	202	-185	459	364	-136	34	15	5
1015	147	192	702	292	61	1031	198	-185	453	382	-134	34	13	5
1015	148	186	727	321	59	1031	198	-185	453	382	-134	33	14	1
1013	151	175	727	339	59	1035	190	-191	450	414	-132	34	15	9
1013	151	175	727	339	59	1035	190	-191	450	414	-132	34	15	9
1010	159	173	681	308	52	1041	185	-185	450	447	-132	32	18	2
1012	163	164	681	308	52	1046	189	-182	455	486	-129	34	17	0
1012	163	164	633	303	42	1046	189	-182	455	486	-129	33	17	3
1016	173	139	589	329	48	1050	191	-179	437	539	-120	33	10	9
1016	173	139	589	329	48	1050	191	-179	437	539	-120	33	10	9
1014	184	119	563	319	51	1054	196	-174	439	586	-118	33	18	3
1013	192	109	539	355	56	1059	203	-172	430	636	-111	34	11	3
1013	192	109	539	355	56	1059	203	-172	430	636	-111	34	12	5
1008	195	116	479	373	57	1065	215	-164	397	690	-102	34	18	4
1008	195	116	479	373	57	1068	222	-150	370	730	-92	33	16	3
999	198	129	473	351	49	1068	222	-150	370	730	-92	32	18	4
997	198	130	511	402	44	1074	219	-131	337	772	-79	33	14	1
997	198	130	511	402	44	1074	219	-131	337	772	-79	33	14	1
996	197	136	496	405	37	1078	212	-117	324	804	-81	33	12	2
996	197	136	496	405	37	1077	205	-108	324	804	-81	33	18	7
992	188	140	510	425	52	1077	205	-108	311	834	-85	32	13	4
989	184	146	510	425	52	1076	202	-99	310	862	-82	37	14	4
989	184	146	542	468	49	1076	202	-99	310	862	-82	34	14	4
988	177	157	564	446	47	1080	202	-99	324	892	-89	34	18	0
988	177	157	564	446	47	1080	202	-99	324	892	-89	34	18	0
972	180	182	660	407	48	1078	211	-98	308	916	-88	33	13	2
972	180	182	660	407	48	1072	221	-93	292	938	-84	33	14	3
963	184	196	692	434	18	1072	221	-93	292	938	-84	33	16	4
956	194	202	645	459	-18	1062	227	-90	271	954	-73	33	16	3
956	194	202	645	459	-18	1062	227	-90	271	954	-73	33	16	3
945	219	206	507	458	-51	1045	232	-86	258	974	-68	32	10	2
945	219	206	507	458	-51	1036	235	-85	246	992	-65	32	16	0
929	233	213	426	457	-45	1036	235	-85	246	992	-65	32	12	8
916	249	233	370	435	-27	1028	243	-84	232	1009	-61	34	16	4
916	249	233	370	435	-27	1028	243	-84	232	1009	-61	35	17	6
910	263	267	356	391	-16	1027	252	-77	213	1012	-58	33	20	4
910	263	267	356	391	-16	1024	253	-65	213	1012	-58	34	15	3
896	268	289	302	373	-50	1024	253	-65	171	1002	-59	32	11	4
889	255	303	199	367	-75	1014	247	-50	147	974	-63	34	16	6
889	255	303	199	367	-75	1014	247	-50	147	974	-63	32	15	5
902	240	321	126	324	-69	1001	244	-38	152	951	-63	30	16	0
902	240	321	126	324	-69	1001	244	-38	152	951	-63	30	16	0
912	242	327	157	387	-80	974	254	-40	155	923	-61	33	20	6
912	242	327	157	387	-80	953	265	-43	113	893	-58	33	15	12
898	236	334	180	363	-73	953	265	-43	113	893	-58	33	14	0
878	231	339	129	362	-42	942	274	-46	63	872	-54	32	16	2
878	231	339	129	362	-42	942	274	-46	63	872	-54	32	16	2
875	226	336	109	386	-12	930	274	-43	14	845	-47	33	14	5
875	226	336	109	386	-12	918	271	-37	14	845	-47	33	14	3
860	226	330	93	353	-3	918	271	-37	-3	822	-45	33	14	5
860	226	330	93	353	-3	903	264	-26	-8	782	-40	30	14	8
840	227	330	78	299	-7	903	264	-26	-8	782	-40	33	16	6
834	230	342	93	268	-21	897	262	-11	-7	742	-35	34	16	5
834	230	342	93	268	-21	897	262	-11	-7	742	-35	35	14	2
