1052	67	-54	149	1056	-24	1040	17	-562	-72	-802	-334	8	17	5
1052	67	-54	149	1056	-24	1040	17	-562	-72	-802	-334	8	20	4
984	77	-74	89	1069	-27	992	-23	-574	85	-721	-305	8	18	0
984	77	-74	89	1069	-27	992	-23	-574	85	-721	-305	8	18	0
942	89	-83	68	1021	-34	959	-56	-512	201	-557	-232	8	21	4
919	92	-85	56	913	-31	939	-80	-409	320	-370	-152	16	19	0
919	92	-85	56	913	-31	939	-80	-409	320	-370	-152	9	20	5
913	84	-66	86	752	-15	879	-98	-335	498	-155	-64	11	17	3
913	84	-66	86	752	-15	879	-98	-335	498	-155	-64	11	17	3
927	72	-40	100	677	10	841	-74	-281	504	9	-21	9	12	0
927	72	-40	100	677	10	841	-74	-281	504	9	-21	9	12	0
948	49	-21	106	656	31	857	-45	-200	417	163	44	8	18	4
948	49	-21	106	656	31	867	14	-153	281	340	130	9	17	4
965	22	-21	163	637	52	867	14	-153	281	340	130	8	17	4
965	8	-22	267	588	71	853	54	-150	185	467	171	8	21	0
965	8	-22	267	588	71	853	54	-150	185	467	171	8	12	6
948	3	-12	326	530	81	854	72	-149	76	618	213	10	20	2
948	3	-12	326	530	81	854	72	-149	76	618	213	10	20	2
912	3	12	352	479	89	868	79	-145	-8	744	252	8	20	8
912	3	12	352	479	89	868	79	-145	-8	744	252	8	20	8
885	8	35	365	463	91	879	81	-142	-68	860	290	10	26	1
885	8	35	365	463	91	879	81	-142	-68	860	290	10	26	1
866	9	55	372	456	89	892	73	-150	-114	997	333	13	18	3
866	9	55	372	456	89	892	73	-150	-114	997	333	13	18	3
853	12	75	408	416	86	905	62	-163	-130	1105	369	11	20	4
847	15	86	408	416	86	923	48	-176	-112	1234	414	11	21	5
847	15	86	468	373	87	923	48	-176	-112	1234	414	10	18	4
844	23	95	517	334	92	937	39	-183	-91	1326	448	10	21	4
844	23	95	517	334	92	937	39	-183	-91	1326	448	10	21	4
839	43	103	542	297	103	950	33	-193	-61	1407	478	6	19	3
839	43	103	542	297	103	950	33	-193	-61	1407	478	6	19	3
831	62	117	518	261	109	969	25	-205	3	1484	515	12	18	2
822	83	137	518	261	109	987	21	-219	3	1484	515	16	18	4
822	83	137	473	255	114	987	21	-219	69	1554	540	10	22	5
810	104	160	400	272	116	1016	18	-234	150	1629	558	11	20	5
810	104	160	400	272	116	1016	18	-234	150	1629	558	11	20	5
800	116	183	351	240	113	1034	19	-237	214	1674	570	14	15	4
800	116	183	351	240	113	1034	19	-237	214	1674	570	14	15	4
792	121	198	311	207	110	1051	20	-240	238	1708	571	8	11	3
784	124	213	294	188	110	1066	30	-247	292	1753	567	10	25	6
784	124	213	294	188	110	1066	30	-247	292	1753	567	10	25	6
779	125	230	282	193	116	1074	39	-247	316	1764	571	10	20	2
779	125	230	282	193	116	1074	39	-247	316	1764	571	10	20	2
778	121	258	251	180	137	1094	49	-251	372	1807	557	8	20	4
779	115	276	151	143	169	1099	54	-264	404	1833	536	9	19	1
779	115	276	151	143	169	1099	54	-264	404	1833	536	9	19	1
786	114	276	96	140	182	1110	52	-272	437	1855	514	4	18	5
786	114	276	96	140	182	1110	52	-272	437	1855	514	4	18	5
798	112	284	115	137	186	1113	52	-256	448	1823	486	2	12	1
815	99	317	198	96	196	1108	63	-252	489	1795	459	12	20	4
815	99	317	198	96	196	1108	63	-252	489	1795	459	6	24	3
823	85	346	201	48	213	1092	70	-250	496	1737	427	8	19	6
823	85	346	201	48	213	1092	70	-250	496	1737	427	8	19	6
