986	204	196	66	239	109	1002	234	-167	-7	407	62	33	16	1
986	204	196	66	239	109	1002	234	-167	-7	407	62	33	16	1
985	191	212	39	227	97	1004	227	-165	11	412	64	32	14	0
988	174	222	39	227	97	1004	226	-161	11	412	64	32	16	4
988	174	222	57	237	100	1004	226	-161	20	412	67	33	18	3
990	166	218	104	227	121	1003	226	-153	27	410	62	33	18	5
990	166	218	104	227	121	1003	226	-153	27	410	62	33	18	5
992	159	209	122	216	137	1001	220	-145	31	407	52	34	14	2
992	159	209	122	216	137	1001	220	-145	31	407	52	34	14	2
986	150	202	122	184	153	1002	212	-138	46	406	42	33	14	1
988	146	203	120	179	168	1003	204	-131	100	411	24	35	11	1
988	146	203	120	179	168	1003	204	-131	100	411	24	34	17	1
983	146	196	156	192	177	1001	209	-130	148	417	14	34	15	4
983	146	196	156	192	177	1001	209	-130	148	417	14	34	15	4
970	159	185	181	164	179	996	225	-131	178	425	12	33	18	8
966	177	176	181	164	179	996	225	-131	178	425	12	34	14	6
966	177	176	186	176	167	990	252	-132	171	434	13	38	16	3
965	187	160	201	198	160	984	271	-132	157	444	14	33	14	3
965	187	160	201	198	160	984	271	-132	157	444	14	33	14	3
959	199	171	199	164	140	981	282	-128	129	461	10	33	19	5
959	199	171	199	164	140	981	282	-128	129	461	10	33	19	5
955	206	176	224	181	132	981	282	-122	117	473	6	33	17	3
949	206	183	198	187	126	982	275	-113	116	483	-3	33	10	4
949	206	183	198	187	126	982	275	-113	116	483	-3	34	14	1
944	197	188	149	171	133	983	260	-101	132	501	-19	34	16	7
944	197	188	149	171	133	983	260	-101	132	501	-19	34	16	7
945	186	183	132	159	142	984	247	-92	153	510	-35	32	14	4
945	186	183	132	159	142	984	247	-92	153	510	-35	32	14	4
936	174	180	133	114	162	985	236	-81	201	528	-57	34	16	1
924	169	185	110	76	155	984	240	-79	247	547	-73	34	16	5
924	169	185	110	76	155	984	240	-79	247	547	-73	32	10	6
925	169	185	143	85	138	983	260	-75	280	560	-77	32	17	2
925	169	185	143	85	138	983	260	-75	280	560	-77	32	17	2
931	172	193	183	81	117	978	299	-65	245	569	-78	32	16	4
931	172	193	183	81	117	978	299	-65	245	569	-78	32	16	4
935	175	205	231	97	92	974	323	-50	178	562	-68	35	19	4
936	186	227	295	98	68	972	335	-29	96	552	-61	33	14	0
936	186	227	295	98	68	972	335	-29	96	552	-61	34	20	10
940	200	238	297	140	57	968	331	-14	64	550	-67	32	15	6
940	200	238	297	140	57	968	331	-14	64	550	-67	32	15	6
943	209	251	274	160	49	970	319	-6	68	545	-68	33	18	4
943	209	251	274	160	49	970	319	-6	68	545	-68	33	18	4
943	211	264	233	148	54	977	313	1	81	548	-69	32	16	3
943	211	264	233	148	54	977	313	1	81	548	-69	32	16	3
941	205	278	161	120	68	969	319	12	82	547	-71	35	21	4
941	205	293	140	127	86	958	330	20	47	540	-68	32	18	4
941	205	293	140	127	86	958	330	20	47	540	-68	34	15	5
936	208	315	131	104	104	953	328	28	5	534	-62	35	16	5
936	208	315	131	104	104	953	328	28	5	534	-62	35	16	5
923	210	327	97	91	78	951	312	26	0	536	-70	33	16	4
923	210	327	97	91	78	951	312	26	0	536	-70	33	16	4
907	199	311	36	65	42	952	296	19	32	560	-83	34	16	4
907	199	311	36	65	42	952	296	19	32	560	-83	34	16	4
900	182	254	-112	19	70	952	292	16	69	578	-86	32	20	8
900	182	254	-112	19	70	952	292	16	69	578	-86	32	20	8
890	173	203	-171	-23	102	944	298	14	56	589	-94	33	18	4
890	173	203	-171	-23	102	941	315	22	56	589	-94	33	14	2
878	165	175	-152	-32	99	941	315	22	9	599	-101	32	16	3
871	157	179	-81	-13	48	928	330	29	-10	626	-131	33	16	3
871	157	179	-81	-13	48	928	330	29	-10	626	-131	33	16	3
